edad,ingresos_mensuales,antiguedad_meses,gasto_anual,visitas_web_mes,puntuacion_satisfaccion,region,canal_preferido,estado_civil,tipo_membresia,segmento_cliente
59,,88,5965.28,13,5.7,Sureste,Web,Soltero,Basica,Medio
37,7470.49,56,14229.29,253,6.7,Sureste,App_movil,Casado,Plata,Medio
39,3390.79,32,2640.1,7,6.7,Centro,Telefono,Soltero,Basica,Muy_bajo
37,5343.4,,5222.61,9,6.1,Centro,Web,Casado,Basica,Bajo
46,2912.43,73,13989.87,13,5.4,Centro,App_movil,Soltero,Platino,Premium
62,3549.86,56,4501.83,13,7.5,Occidente,Tienda,Soltero,Basica,Muy_bajo
40,3769.74,35,11244.03,13,6.5,Norte,Web,Soltero,Oro,Medio
49,4877.75,77,9716.13,12,9.5,Sur,Tienda,Soltero,Plata,Alto
31,5135.17,34,8205.7,9,3.8,Norte,Web,Soltero,Plata,Muy_bajo
25,3885.33,5,7073.37,11,6.7,Sur,Web,Soltero,Basica,Muy_bajo
44,4891.87,26,8113.24,,10,Centro,App_movil,Casado,Plata,Medio
42,2500,62,3947.62,10,7.5,Sureste,App_movil,Soltero,Plata,Muy_bajo
54,232868.86,4,,11,6.1,Centro,App_movil,Soltero,Basica,Premium
57,3354.42,34,4887.79,8,6.3,Sur,Web,Casado,Basica,Muy_bajo
33,3822.58,30,13351.36,13,5.8,Occidente,Web,Casado,Platino,Premium
18,5123.87,0,5870.26,5,7.3,Sureste,Tienda,Casado,Plata,Muy_bajo
57,4933.75,38,6866.07,5,5.9,Norte,App_movil,Soltero,Basica,Muy_bajo
34,3237.97,24,3932.13,8,6.3,Occidente,Tienda,Soltero,,Muy_bajo
29,2903.12,23,3190.77,2,7.8,Sur,Tienda,Casado,Basica,Bajo
58,2500,33,3859.16,11,6.4,Norte,Web,Casado,Basica,Muy_bajo
37,3336.01,37,4788.22,6,,Centro,App_movil,Soltero,Basica,Medio
18,2500,0,2624.09,10,5.2,,App_movil,Soltero,Basica,Muy_bajo
60,2500,112,5591.41,8,4.2,Sur,App_movil,Casado,Basica,Medio
23,2500,9,5392.81,18,6.2,Sureste,Web,Viudo,Basica,Muy_bajo
30,2500,5,4311.56,17,6.9,Sur,Tienda,Divorciado,Basica,Muy_bajo
48,3304.99,66,4042.93,10,8.5,Centro,Tienda,Casado,Basica,Medio
52,2500,88,4784.91,4,4.1,Sur,Tienda,Casado,Plata,Bajo
18,2500,7,2659.96,1,5.5,Centro,Web,Soltero,Basica,Muy_bajo
,7653.86,,13111.53,3,6.2,Centro,Tienda,Casado,Plata,Bajo
18,2655.82,1,3225.01,132,6.3,Occidente,App_movil,Union_libre,Basica,Muy_bajo
52,6468.81,71,8328.75,1,9.4,Sureste,App_movil,Casado,Basica,Alto
45,4145.44,20,6601.02,18,5.1,Occidente,Tienda,Union_libre,Plata,Muy_bajo
25,4225.76,15,5472.81,7,6.2,Centro,Tienda,Divorciado,Basica,Muy_bajo
33,5340.75,10,6506.55,13,7.1,Centro,Web,Casado,,Muy_bajo
42,3354.88,86,5132.68,9,4.9,Centro,Tienda,Casado,Basica,Medio
50,5564.86,10,6393.27,,5.9,Centro,Tienda,Casado,Basica,Muy_bajo
45,2500,,3235.43,10,5.9,Centro,Tienda,Union_libre,Plata,Muy_bajo
56,3188.05,56,6602.29,13,7.8,Sureste,Tienda,Soltero,Basica,Bajo
45,4676.02,31,6532.14,,7,Centro,Tienda,Union_libre,Basica,Bajo
38,3943.79,12,7119.28,13,5.6,Norte,Web,Soltero,Plata,Muy_bajo
41,4013.32,28,,16,7.3,Occidente,App_movil,,Oro,Alto
44,6043.26,48,5234.76,8,8.4,Sureste,Telefono,Divorciado,Basica,Bajo
24,6717.34,2,10775.53,14,5.4,Occidente,App_movil,Casado,Plata,Muy_bajo
40,5097.84,47,,21,10,Occidente,Web,Casado,Basica,Alto
39,2626.88,50,4192.63,9,8.4,Norte,Tienda,Union_libre,Basica,Bajo
44,2500,55,7996.91,14,5,Norte,Tienda,Viudo,Platino,Premium
,2920.42,35,5051.04,9,9.2,Occidente,App_movil,Soltero,Basica,Bajo
20,3261.6,5,6523.18,8,5,Centro,Tienda,Divorciado,Oro,Medio
61,5902.97,117,6580.81,16,6.6,Sureste,Tienda,Casado,Basica,Medio
46,13121.7,73,,12,5,Occidente,Tienda,Union_libre,Basica,Alto
46,3129.68,52,6930.98,20,6.1,Centro,App_movil,Soltero,Basica,Bajo
49,4391.75,49,13873.2,9,6.9,Occidente,App_movil,Casado,Oro,Alto
51,2513.94,1,5554.59,10,6.8,Norte,App_movil,Soltero,Plata,Muy_bajo
31,2500,14,5990.94,11,7.5,Occidente,Tienda,Casado,Platino,Premium
52,2590.83,86,4629.62,10,6.1,Occidente,Web,Divorciado,Basica,Bajo
42,2500,47,,12,6.4,Norte,Tienda,Casado,Oro,Alto
28,2500,33,5633.08,12,8.9,Norte,Web,Soltero,Basica,Bajo
45,8576.13,,12672.08,2,5.1,Norte,Tienda,Soltero,Plata,Medio
30,4470.31,30,9828.89,17,7.5,Centro,Tienda,Soltero,Plata,Medio
39,8540.32,39,13155.78,6,7.7,Norte,App_movil,Casado,Plata,Medio
29,4567.74,26,6576.48,16,7.5,Centro,Telefono,,Plata,Medio
47,4420.25,99,5607.66,3,6.4,Norte,App_movil,Soltero,Basica,Medio
27,11462.49,3,14845.85,9,9.4,Sur,Tienda,Soltero,Plata,Medio
55,4776.66,71,12004.08,12,5.6,Sureste,App_movil,Divorciado,Oro,Alto
49,6991.63,71,11126.93,14,7.9,Sur,Tienda,Casado,Plata,Medio
36,2500,29,3941.23,15,5.9,Occidente,Tienda,Casado,Basica,Muy_bajo
31,2500,16,3177.58,16,3.4,Sur,App_movil,Casado,Basica,Muy_bajo
40,2500,0,4111.4,12,4.2,Centro,,Casado,Plata,Muy_bajo
51,2613.2,25,3556.25,6,8,Occidente,Tienda,Casado,Basica,Muy_bajo
28,2944.3,11,4059.98,7,4,Centro,App_movil,Union_libre,Basica,Muy_bajo
54,7066.46,0,14768.83,12,7.2,Occidente,App_movil,Soltero,Plata,Bajo
33,9143.46,26,16628.94,4,6.1,Norte,Web,Soltero,Plata,Medio
72,7585.88,159,9304.88,14,9.2,Occidente,Tienda,Casado,Basica,Premium
38,3808.04,37,6547.7,,6.5,Norte,Tienda,Soltero,Basica,Muy_bajo
28,2500,8,4297.52,5,7.2,Centro,Tienda,Casado,Plata,Muy_bajo
37,2584.76,40,3075.75,8,8.2,Sur,Web,Casado,Basica,Bajo
40,2500,38,4403.51,10,4.8,Sur,Web,,Basica,Muy_bajo
43,2500,75,6140.35,5,6.1,Sureste,App_movil,Casado,Oro,Alto
40,2500,21,7501.25,8,9,Centro,App_movil,Soltero,Plata,Muy_bajo
30,5971.83,27,15058.36,8,6.8,Centro,App_movil,Casado,Oro,Alto
60,3668.4,18,4850.32,12,4.5,Occidente,Tienda,Casado,Plata,Muy_bajo
28,3155.05,18,5556.92,12,8.7,Sureste,Tienda,Union_libre,Plata,Muy_bajo
54,2761.11,16,4593.05,13,10,Occidente,Telefono,Soltero,Plata,Bajo
42,6309.38,60,7564.47,9,7.8,Sur,Telefono,Divorciado,Basica,Alto
45,,16,3774.63,15,7.8,Occidente,Tienda,Soltero,Plata,Bajo
49,5217.72,4,9881.85,13,1.9,Centro,Web,Union_libre,Plata,Muy_bajo
49,2500,72,4410.29,15,6.9,Occidente,Telefono,,Plata,Alto
44,3026.35,25,5641.28,2,8,Centro,Web,Divorciado,Plata,Medio
40,5416.32,54,7374.49,6,7.5,Centro,Tienda,Soltero,Plata,Alto
23,2500,0,5181.47,10,8.1,Sur,Web,Soltero,Platino,Alto
21,6237.79,4,8246.3,8,7.8,Norte,Web,Casado,Plata,Bajo
55,2500,34,6601.32,9,6.8,Sur,,Soltero,Platino,Premium
27,2844.77,34,3561.03,7,5.1,Occidente,Web,Soltero,Basica,Bajo
23,3233.74,12,7836.09,10,5.6,Centro,Web,Soltero,,Medio
54,7227.81,13,9069.74,7,9.9,Sureste,App_movil,Casado,Basica,Medio
50,3304.7,81,3851.15,14,8.8,Centro,Tienda,Casado,Basica,Medio
36,2788.59,32,8448.65,,6.3,Sur,Web,Union_libre,Platino,Alto
39,2500,11,3973.54,18,6.8,Sur,App_movil,Casado,,Muy_bajo
54,2985.36,54,6703.12,12,6.5,Norte,Web,Union_libre,Plata,Bajo
31,2791.06,39,7311.59,13,4.6,Occidente,App_movil,Casado,Plata,Muy_bajo
18,3768.03,0,3824.59,18,4.8,Norte,Telefono,Divorciado,Basica,Muy_bajo
33,3166.46,29,7053.83,12,7.9,Occidente,Tienda,Soltero,Plata,Muy_bajo
52,2500,33,3251.36,10,9,Sureste,Tienda,Union_libre,Basica,Muy_bajo
50,,15,4575.41,4,5.3,Occidente,Tienda,Viudo,Plata,Muy_bajo
44,2500,0,2205.01,0,6.3,Occidente,Tienda,Soltero,Basica,Muy_bajo
25,2749.99,5,5400.26,17,6.1,Centro,Tienda,Casado,Plata,Muy_bajo
52,2500,0,3804.17,9,4.9,Sureste,Web,Casado,Plata,Muy_bajo
38,3359.15,0,2867.68,10,4.6,Sur,Tienda,Casado,Basica,Muy_bajo
18,2774.54,0,2820.66,2,8.7,Centro,Web,Casado,Basica,Bajo
36,2696.06,50,3009.54,10,6.2,Centro,Web,Soltero,Basica,Muy_bajo
43,2500,26,2666.3,0,,Sur,App_movil,Casado,Basica,Bajo
39,4453.83,23,,11,5.5,Centro,Telefono,Union_libre,Plata,Muy_bajo
45,2500,59,4844.08,2,7.7,Centro,App_movil,Soltero,Plata,Alto
23,,9,,14,5.8,Sureste,Web,Casado,Oro,Medio
49,2764.71,41,4142.51,14,6.5,Centro,Web,Casado,Oro,Medio
25,6540.69,0,7384.26,12,4.9,Centro,Web,Soltero,Basica,Muy_bajo
48,4308.32,81,17509.25,10,7.8,Sur,App_movil,Casado,Platino,Premium
36,2500,45,4433.95,5,4.6,Sur,Web,Soltero,Basica,Bajo
46,7176.47,75,15081.69,21,,Centro,Web,Soltero,Plata,Alto
57,3457.18,20,5403.73,4,6.5,Centro,Web,Soltero,Plata,Muy_bajo
,2664.1,10,5022.4,17,8.8,Sur,App_movil,Casado,Basica,Bajo
37,2500,30,5270.58,4,8.8,Norte,App_movil,Soltero,Plata,Medio
36,4812.33,52,14677.38,15,5.8,Norte,Tienda,Casado,Platino,Premium
31,3321.81,12,2259.93,,6.7,Centro,Telefono,Soltero,Basica,Muy_bajo
52,2500,55,3353.51,12,7.9,Centro,Telefono,Casado,,Medio
,,89,,19,7.2,Centro,Web,Casado,Basica,Medio
41,2500,36,6382.9,10,2.5,Centro,Web,Divorciado,Plata,Muy_bajo
46,2500,,5589.72,12,4.4,Norte,Web,Soltero,Basica,Muy_bajo
23,2592.48,0,5174.37,19,7.9,Centro,Web,Soltero,Basica,Muy_bajo
56,2500,20,3974.27,11,7.3,Occidente,Tienda,Divorciado,Oro,Muy_bajo
34,6163.35,24,7955.24,15,7.6,Sureste,Tienda,Divorciado,Basica,Bajo
22,2500,4,7051.46,6,7,Centro,Tienda,Casado,Oro,Alto
36,2500,42,6415.18,13,6.7,Norte,Web,Soltero,Plata,Muy_bajo
54,3053.91,112,3259.73,7,,Occidente,Web,Casado,Basica,Medio
47,4487.31,47,7794.87,23,5.7,Centro,App_movil,Casado,Basica,Medio
41,3883.5,40,6210.95,17,6.5,Sureste,Tienda,Union_libre,Basica,Bajo
53,4226.53,24,8339.8,8,7.9,Norte,App_movil,Divorciado,Plata,Bajo
49,2500,71,5623.3,6,7.5,Norte,App_movil,Casado,Basica,Muy_bajo
39,3574.93,43,9201.4,14,6.1,Sureste,Tienda,Divorciado,Oro,Alto
25,4305.5,0,5840.09,0,5.8,Sureste,Telefono,Union_libre,Oro,Medio
18,8381.64,0,19455.57,11,7.3,Sureste,,Soltero,Platino,Premium
53,3276.3,91,9102.07,13,6,Centro,,Divorciado,Oro,Alto
37,3171.64,59,5459.36,10,3.1,Centro,Tienda,Soltero,Basica,Medio
20,2791.87,3,6331.66,11,7.6,Occidente,App_movil,Soltero,Plata,Muy_bajo
38,6750.58,50,9899.05,0,3.5,Centro,Tienda,Casado,Plata,Medio
51,7433.56,53,6494.3,216,8.4,Norte,Telefono,Soltero,Basica,Medio
26,2766.22,26,6835.96,17,7,Centro,App_movil,Soltero,Plata,Muy_bajo
26,4595.82,27,5602.11,10,7.1,Centro,Tienda,Casado,Plata,Muy_bajo
45,5293.08,4,8106.53,21,6.2,Occidente,Web,Soltero,Basica,Muy_bajo
48,5298.26,30,9154.91,9,4.8,Norte,Web,Soltero,Plata,Muy_bajo
34,,14,4450.72,18,6.4,Norte,Tienda,Soltero,Basica,Muy_bajo
33,2855.75,19,6074.14,7,5.2,Centro,App_movil,Union_libre,Plata,Medio
31,4190.25,13,6428.26,13,7.4,Sureste,Tienda,Union_libre,Plata,Medio
29,3416.53,27,4153.27,3,6.5,Centro,Web,Casado,Basica,Muy_bajo
56,2500,74,3436.92,8,5.6,Occidente,Web,Casado,Basica,Bajo
35,3990.13,8,899849.38,9,5.1,Sur,App_movil,Soltero,Basica,Premium
36,4661.86,8,11158.69,15,5.9,Sureste,Web,Divorciado,Oro,Alto
56,3108.52,43,3335.3,3,,Sureste,Web,Union_libre,Basica,Medio
48,7948.68,39,11032.65,22,10,Sureste,Tienda,Casado,Basica,Alto
33,2500,43,2899.97,16,5.3,Occidente,Tienda,Casado,Basica,Muy_bajo
47,3580.04,82,983004.65,,4.5,Norte,Web,Casado,Oro,Premium
69,2500,112,3680.63,18,6.3,Occidente,Tienda,Casado,Basica,Alto
30,4600.92,15,8009.56,18,5.4,Centro,Web,Casado,Plata,Bajo
,,6,2747.68,13,5.1,,Web,Casado,Plata,Muy_bajo
42,2500,16,3232.31,4,6.6,Sur,Tienda,Soltero,Basica,Muy_bajo
38,270325.13,57,8259.25,0,8,Sur,Tienda,Soltero,Plata,Premium
32,2500,38,4617.71,14,5.3,Centro,App_movil,Soltero,Basica,Bajo
40,2500,44,9406.97,15,9.1,Centro,Web,Casado,Oro,Alto
35,,26,3795.9,7,6,Centro,Tienda,Casado,Basica,Bajo
47,3713.57,78,6618.39,2,6.5,Centro,Tienda,Casado,Plata,Medio
42,3247.28,22,7458.05,16,8.9,Occidente,Tienda,Casado,Plata,Medio
43,9890.22,25,18466.61,9,6.2,Centro,Tienda,Casado,Oro,Alto
42,3614.39,64,5290.96,10,6.3,Norte,Web,Casado,Basica,Medio
33,6828.25,37,8339.35,8,6.3,Norte,Web,Casado,Basica,Bajo
36,4576.88,0,,14,6.5,Norte,Tienda,Soltero,Oro,Alto
42,2500,9,2915.77,10,7.5,Occidente,Tienda,Casado,Basica,Bajo
51,2500,1,4510.34,10,7.2,Sur,App_movil,Casado,Basica,Muy_bajo
52,2500,52,,8,4.1,Centro,Tienda,Casado,Plata,Muy_bajo
39,2500,,2819.39,9,7,Occidente,App_movil,Casado,Basica,Muy_bajo
45,7288.17,65,14607.76,7,9.9,Sureste,Web,Soltero,Oro,Premium
26,2500,28,,4,6.6,Norte,Tienda,Casado,Plata,Muy_bajo
,4263.44,2,9532.61,1,5.7,Occidente,App_movil,Casado,Oro,Medio
20,2500,14,3414.66,,8.8,Sureste,Tienda,Divorciado,Basica,Bajo
34,,14,5017.35,9,9,Centro,App_movil,Union_libre,Plata,Bajo
21,3944.06,3,8701.13,21,7.3,Norte,Tienda,Soltero,Plata,Bajo
52,2975.9,40,4396.04,10,6.2,Centro,Telefono,Soltero,Basica,Bajo
32,2569.75,25,4075.35,11,5.2,Sureste,Web,Soltero,Basica,Muy_bajo
,2500,36,5090.68,10,4.3,Sur,Tienda,Soltero,Plata,Muy_bajo
41,2768.52,0,4636.15,12,5.1,Sureste,App_movil,Soltero,Basica,Muy_bajo
52,2500,35,4327.77,13,7.6,Sur,Web,Soltero,Plata,Bajo
42,4265.3,79,6339.37,5,4.4,Centro,Web,Divorciado,Basica,Bajo
19,3612.13,0,5732.65,9,6.7,Sur,App_movil,Soltero,Basica,Bajo
35,4495.45,16,6894.27,,5.1,Occidente,App_movil,Casado,Basica,Muy_bajo
53,2500,9,3030.13,4,4,Centro,App_movil,Divorciado,Basica,Muy_bajo
55,2500,70,4787.81,9,8.8,Centro,Web,Divorciado,Basica,Alto
45,5191.88,35,10380.58,16,6.3,Occidente,Web,Soltero,Plata,Bajo
47,,41,4269.29,10,7.4,Sureste,Tienda,Casado,Basica,Muy_bajo
29,2565.03,10,5589,0,5.2,Sur,Tienda,Soltero,Oro,Bajo
33,5104.54,6,5654.48,8,5.7,Sureste,Tienda,Soltero,,Muy_bajo
57,2500,52,4668.86,10,7.3,Centro,App_movil,Casado,Basica,Bajo
47,3133.95,35,10103.76,12,6.3,Norte,App_movil,Casado,Oro,Medio
22,2500,28,5900.52,7,3.5,Norte,,Soltero,Plata,Muy_bajo
46,4200.81,39,3722.12,0,3.5,Centro,Tienda,Casado,Basica,Bajo
63,2500,99,8524.12,7,8.3,Centro,Tienda,Soltero,Oro,Premium
37,3710.27,10,5696.31,5,7.9,Centro,Telefono,Casado,Plata,Muy_bajo
39,5801.1,53,9064.78,10,,Norte,Web,Union_libre,Basica,Bajo
36,5702.41,5,6833.72,5,7.7,Occidente,Web,Casado,Basica,Bajo
18,2500,0,2453.61,9,7.4,Norte,Telefono,Casado,Basica,Bajo
45,2500,10,5533.68,12,7.3,Sureste,App_movil,Soltero,Plata,Muy_bajo
42,,57,4944.5,11,7.7,Norte,App_movil,Union_libre,Basica,Bajo
30,3317.54,15,4573.58,12,7.3,Centro,Web,Union_libre,Basica,Muy_bajo
50,2898.2,45,3320.94,0,6.3,Centro,App_movil,Casado,Basica,Medio
29,4851.16,12,5360.66,16,6.9,Centro,Tienda,Casado,Basica,Muy_bajo
43,2500,72,3133.2,16,5.8,Sur,Tienda,Soltero,Basica,Muy_bajo
36,3907.47,47,4645.28,102,7,Norte,Telefono,Union_libre,Oro,Medio
21,4482.97,6,6913.55,17,6.6,Sur,Tienda,Casado,Basica,Muy_bajo
50,3830.72,89,5045.46,9,4.9,Occidente,Tienda,Soltero,Basica,Bajo
39,2500,72,5757.72,1,4.1,Norte,App_movil,,Oro,Medio
23,2500,5,3504.49,17,7.4,Norte,App_movil,Casado,Plata,Muy_bajo
20,4062.04,11,4965.32,10,6.9,Sur,Web,Soltero,Basica,Muy_bajo
43,3022.47,40,5067.33,8,6.5,Norte,App_movil,Divorciado,Basica,Medio
55,,126,3966.52,7,4.6,Centro,App_movil,Soltero,Basica,Medio
25,3414.68,11,4866.47,13,7.7,Centro,App_movil,Casado,,Muy_bajo
29,7200.25,0,11591.62,11,5.3,Sureste,Tienda,Casado,Plata,Bajo
26,4673.5,0,4076.59,7,5.3,Norte,App_movil,Casado,Basica,Muy_bajo
43,3471.67,47,6542.75,9,4.9,Sur,App_movil,Soltero,Plata,Bajo
49,3123.5,84,6289.84,8,7.6,Centro,App_movil,Casado,Basica,Medio
18,11676.1,0,11201.4,9,5.3,Occidente,Tienda,Casado,Plata,Bajo
27,4152.07,10,5632.78,13,6.5,Norte,App_movil,Casado,Basica,Medio
47,4165.57,18,5376.16,10,6.6,Norte,Tienda,Divorciado,Basica,Muy_bajo
58,4183.31,131,12834.87,9,8.4,Sureste,App_movil,Soltero,Oro,Premium
56,231681.46,82,5274.04,0,6.3,Centro,App_movil,Union_libre,Plata,Premium
51,4689.52,90,6646.7,7,6.5,Centro,Web,Soltero,Basica,Medio
43,3345.4,37,2400.64,9,7.6,Norte,Telefono,Divorciado,Basica,Muy_bajo
51,2500,47,3917.86,11,6.6,Centro,Web,Divorciado,Basica,Muy_bajo
64,4366.84,115,7458.52,8,5.4,Sureste,Web,Soltero,Basica,Alto
39,2500,41,4892.2,5,7,Norte,Web,Soltero,Plata,Medio
53,2500,7,4315.63,8,6,Norte,Tienda,Casado,Plata,Muy_bajo
44,5493.21,81,7264.29,4,5.9,Norte,Tienda,Casado,Basica,Alto
57,2500,68,7414.87,11,5.8,Norte,Web,Casado,Oro,Alto
40,2500,55,3893.57,6,9.4,Norte,Web,Soltero,Basica,Medio
45,3063.12,67,4114.11,6,7.8,Occidente,Web,Union_libre,Basica,Muy_bajo
18,2500,0,5026.03,16,7,Norte,App_movil,Casado,Basica,Muy_bajo
53,8010.73,53,9878.59,,6,Sureste,App_movil,Casado,Basica,Bajo
32,3188.16,35,5908.92,11,8.7,Norte,Web,Casado,Basica,Bajo
24,2644.34,13,4490.19,15,8.3,Norte,Tienda,Casado,Basica,Muy_bajo
35,2500,43,4352.98,13,8,Occidente,Web,Casado,Basica,Medio
38,2667.11,16,3692.58,8,6.5,Centro,Tienda,Union_libre,Plata,Bajo
47,2500,62,5260.94,13,4.1,Centro,Tienda,Soltero,Basica,Bajo
41,6754.9,51,15189.09,13,6.4,Occidente,Web,Union_libre,Plata,Medio
48,3327.19,0,4126.85,11,4.7,Norte,Tienda,Casado,Basica,Muy_bajo
53,2500,87,7207.16,12,5.3,Centro,App_movil,Soltero,Oro,Alto
20,7212.13,11,,4,5.3,Norte,Tienda,Casado,Oro,Alto
37,3852.12,15,3368.67,8,8.2,Centro,Telefono,Soltero,Basica,Bajo
41,4803.54,42,5483.87,9,6,Norte,Telefono,Viudo,Basica,Medio
31,16068.2,9,11707.53,2,8.2,Centro,Tienda,Casado,Basica,Alto
32,2500,37,4557.96,4,9.5,Norte,Tienda,Union_libre,Oro,Alto
22,2500,9,3982.8,8,6.4,Sur,App_movil,Union_libre,Plata,Muy_bajo
44,9515.64,70,,12,7.7,,Tienda,Soltero,Oro,Premium
18,5555.44,0,13875.67,11,8.9,Norte,Web,Union_libre,Platino,Premium
33,2500,21,4034.81,11,6.5,Sur,Tienda,Soltero,Plata,Muy_bajo
28,2500,28,3120.87,10,4.2,Sur,Web,Soltero,Basica,Muy_bajo
54,3472.98,62,5280.86,9,6.1,Sur,App_movil,Casado,Basica,Bajo
45,3112.06,40,5048.39,14,5.8,Norte,Tienda,Divorciado,Plata,Bajo
53,,14,7497.44,4,7.4,Centro,,Casado,Basica,Medio
41,3029.96,14,8217.49,12,,Centro,App_movil,Casado,Oro,Alto
57,2500,41,5931.06,19,7.5,Norte,Telefono,Union_libre,Plata,Bajo
26,7952.98,15,4821.66,2,7.3,Centro,App_movil,Casado,Plata,Muy_bajo
25,2947.2,0,2647.82,5,8.3,Occidente,Tienda,Soltero,Basica,Muy_bajo
51,3056.06,63,4038.82,7,7.8,Centro,Web,Union_libre,Plata,Medio
27,2617.79,26,3054.68,,5.5,Occidente,Tienda,Soltero,Basica,Muy_bajo
36,2726.66,24,2156.25,11,7.7,Occidente,Tienda,Soltero,Basica,Bajo
43,,8,2946.94,13,7.2,Norte,Tienda,Divorciado,Basica,Bajo
33,2500,0,3386.89,10,8.8,Norte,Web,Union_libre,Basica,Muy_bajo
49,2704.27,74,7443.17,0,1.9,Norte,App_movil,Soltero,Oro,Alto
39,3955.2,55,9465.42,4,,Centro,App_movil,Soltero,Oro,Medio
45,6169.41,31,18591.8,8,6,Norte,Tienda,Divorciado,Platino,Premium
28,2628.6,37,5021,16,,Sureste,Tienda,Casado,Oro,Premium
36,2500,6,1822.74,2,6.5,Centro,Web,Casado,Plata,Muy_bajo
32,7385.04,21,10829.21,13,10,Occidente,App_movil,Casado,Basica,Medio
39,8282.21,,7629.08,14,7.1,Sureste,Tienda,Soltero,Basica,Bajo
55,2594.62,,6596.92,11,5.6,Centro,Web,Soltero,Plata,Medio
67,3709.9,77,7619.94,3,7.2,Occidente,App_movil,Soltero,Basica,Medio
22,2588.88,8,3096.69,6,6.7,Centro,Tienda,Union_libre,Plata,Muy_bajo
38,,27,4961.09,4,5.7,Norte,Tienda,Union_libre,Oro,Bajo
35,2500,42,7390.12,8,10,Occidente,App_movil,Soltero,Oro,Alto
36,4139.73,55,7653.8,7,4.9,Occidente,Tienda,Union_libre,Plata,Muy_bajo
27,3450.41,23,4803.97,7,6.6,Sur,Tienda,Soltero,Basica,Bajo
29,3085.27,3,3958.26,16,7,Norte,Web,Soltero,Basica,Muy_bajo
43,6148.97,10,10639.86,7,6.9,Centro,Telefono,Soltero,Oro,Medio
42,2500,0,2564.44,2,3.5,Sur,Telefono,Soltero,Basica,Muy_bajo
58,2500,125,6675,12,6,Occidente,Telefono,Casado,Oro,Alto
28,2632.1,31,5337.99,15,,Sureste,Web,Soltero,Plata,Muy_bajo
37,7009.76,62,6487.12,10,5.8,Occidente,Telefono,Union_libre,Basica,Medio
48,7753.71,89,10528.67,8,8.2,Sureste,Web,Casado,Plata,Medio
33,2500,20,3078.94,8,5.2,Centro,Tienda,Casado,Basica,Muy_bajo
53,2705.94,104,8367.51,8,7.6,Norte,Tienda,Casado,Platino,Premium
39,14493.5,19,19628.33,12,7.4,Occidente,App_movil,Soltero,Basica,Alto
40,3440.88,,5077.75,22,6.9,Norte,Tienda,Casado,Basica,Bajo
29,3039.87,3,2923.85,0,,Centro,Web,Soltero,Basica,Muy_bajo
54,3454.79,46,4776.6,7,3.9,Sureste,Web,,Basica,Muy_bajo
59,2500,17,3656.25,0,7.4,Centro,App_movil,Casado,Basica,Muy_bajo
35,2500,7,2772.3,2,6.7,Centro,App_movil,Union_libre,,Muy_bajo
62,2500,70,3445.92,10,4.9,Occidente,Tienda,Union_libre,Basica,Medio
35,4937.49,1,4675.27,1,7.4,Centro,App_movil,Divorciado,Basica,Bajo
45,3743.22,14,9423.73,5,5.3,Centro,App_movil,Soltero,Oro,Medio
32,3779.42,32,7655.93,12,7.1,Norte,App_movil,Casado,Basica,Muy_bajo
41,4968.17,53,9173.1,11,7.3,Centro,Tienda,Soltero,Plata,Medio
41,2500,45,6705.98,15,6.8,Centro,Tienda,Casado,Plata,Bajo
55,3187.94,0,3986.37,14,6.7,,Web,Soltero,Basica,Muy_bajo
19,3690.69,0,5725.34,7,5.4,Sur,App_movil,Casado,Plata,Muy_bajo
21,4411.79,6,4841.43,6,4.6,Occidente,Tienda,Soltero,Basica,Muy_bajo
29,6263.77,35,17740.74,20,9.5,Centro,Tienda,Casado,Platino,Premium
47,3862.59,93,6074.56,14,6.4,Centro,App_movil,Casado,,Medio
,5303.8,0,7358.39,11,6.9,Centro,Web,Casado,Plata,Medio
44,4999.26,70,8312.6,14,6.7,Centro,App_movil,Casado,Basica,Medio
,2500,11,3684.38,8,5.6,Sur,Web,Soltero,Basica,Muy_bajo
33,4419.48,41,6634.97,10,6.6,Occidente,Tienda,Union_libre,Plata,Bajo
45,2500,22,4747.93,12,6.7,Norte,App_movil,Divorciado,Basica,Muy_bajo
23,4072.99,7,5318.53,17,5.3,Occidente,Tienda,Soltero,Basica,Muy_bajo
60,5186.13,28,5857.36,9,5,Norte,Tienda,Soltero,Basica,Muy_bajo
35,4081.74,15,3827.25,10,6.8,Centro,Web,Soltero,Basica,Muy_bajo
47,3479.35,61,4967.97,13,6,Norte,Web,Soltero,Plata,Medio
40,10546.08,53,9522.71,9,6.4,Sur,Tienda,Casado,Basica,Medio
18,5428.77,5,5218.96,7,5.6,Sur,Telefono,,Basica,Muy_bajo
58,2927.21,80,9275.47,13,9.7,Occidente,Tienda,Casado,Platino,Premium
19,4316.53,9,4648.31,4,7.1,Norte,Tienda,Soltero,,Muy_bajo
28,2500,3,5353.5,17,4.7,Centro,App_movil,Casado,Plata,Muy_bajo
18,3243.9,7,4769.65,5,6.6,Sur,App_movil,Casado,Basica,Muy_bajo
28,2714.34,11,3507.83,15,8.9,Sureste,Web,Divorciado,Basica,Muy_bajo
44,4191.04,71,,12,5.8,,Web,Soltero,Plata,Bajo
41,3650.78,19,4823.47,9,5.6,Norte,Telefono,Soltero,Plata,Muy_bajo
,2500,63,4256.41,5,6,Norte,Web,Union_libre,Basica,Bajo
